order_id,product_id,quantity
O0000032775,13,4
O0000032602,14,3
O0000018339,23,1
O0000009547,2,3
O0000013528,15,4
O0000005332,6,2
O0000030876,6,3
O0000030737,6,4
O0000013510,15,1
O0000032174,23,3
O0000009410,13,4
O0000015045,15,5
O0000024687,19,3
O0000023989,15,3
O0000004424,18,4
O0000041781,5,1
O0000003315,6,2
O0000026862,17,4
O0000027012,7,2
O0000019848,20,3
O0000015680,7,5
O0000025023,22,1
O0000006847,10,1
O0000000844,9,2
O0000008705,19,2
O0000027113,3,1
O0000029984,6,3
O0000010563,1,2
O0000005444,3,4
O0000022344,5,2
O0000033218,6,1
O0000002256,16,5
O0000005366,15,3
O0000008454,4,4
O0000014338,9,3
O0000041537,5,3
O0000005462,2,2
O0000000142,17,5
O0000035527,8,1
O0000001169,6,1
O0000023883,1,5
O0000038936,13,1
O0000029678,18,5
O0000013941,3,2
O0000031790,19,3
O0000005785,13,3
O0000013969,14,3
O0000033748,13,1
O0000007742,11,5
O0000039888,23,4
O0000021927,17,3
O0000025468,13,5
O0000007177,17,2
O0000027106,4,4
O0000029598,22,3
O0000017092,10,5
O0000029753,20,4
O0000016490,18,4
O0000024831,11,4
O0000027651,5,1
O0000003879,12,2
O0000005362,3,2
O0000038825,22,5
O0000004958,10,5
O0000035163,18,2
O0000033388,11,5
O0000034470,11,4
O0000011103,20,2
O0000000928,11,4
O0000012387,14,2
O0000038924,21,1
O0000041208,13,4
O0000006401,22,1
O0000032507,12,4
O0000031502,16,4
O0000001326,19,1
O0000029756,18,3
O0000005670,5,5
O0000000800,24,3
O0000042133,6,4
O0000015747,9,2
O0000041701,19,2
O0000027086,14,2
O0000016926,11,2
O0000043154,11,3
O0000032856,11,3
O0000036771,23,5
O0000031629,24,2
O0000004069,1,2
O0000018439,21,3
O0000037862,2,5
O0000013593,9,2
O0000004289,8,3
O0000036628,11,5
O0000001949,2,2
O0000030121,9,5
O0000004412,5,5
O0000007949,21,3
O0000018375,11,5
O0000003587,22,1
O0000027461,13,2
O0000014880,6,1
O0000017410,16,4
O0000002910,23,5
O0000017835,9,2
O0000035982,23,2
O0000001515,6,5
O0000033043,4,4
O0000022110,16,1
O0000037288,11,5
O0000019892,1,4
O0000004267,14,2
O0000035909,10,4
O0000032890,18,4
O0000004621,1,2
O0000002902,24,4
O0000028404,7,5
O0000006328,3,5
O0000009569,11,5
O0000027317,11,3
O0000020759,3,4
O0000001780,5,2
O0000011429,22,1
O0000029163,2,5
O0000030428,14,1
O0000035774,2,5
O0000012039,18,5
O0000008675,17,5
O0000017244,14,2
O0000026510,10,5
O0000023668,6,1
O0000001129,24,4
O0000037423,18,3
O0000030926,9,2
O0000017025,18,3
O0000004300,23,4
O0000006286,15,4
O0000005544,17,3
O0000025421,8,2
O0000003565,16,5
O0000010810,17,3
O0000005749,15,1
O0000039387,9,5
O0000027888,17,5
O0000019628,5,2
O0000040042,20,4
O0000040768,4,1
O0000021920,2,5
O0000022585,2,2
O0000024486,24,4
O0000038613,22,5
O0000017119,3,2
O0000039434,2,5
O0000032483,12,1
O0000031063,22,4
O0000005570,9,3
O0000015447,15,5
O0000008648,17,3
O0000026579,20,1
O0000004577,9,3
O0000007642,6,2
O0000028892,20,1
O0000035912,4,1
O0000039670,7,4
O0000042855,6,2
O0000033706,22,2
O0000027420,13,2
O0000025686,11,4
O0000001892,14,3
O0000018477,18,1
O0000003607,3,3
O0000027451,20,1
O0000038227,6,1
O0000007956,3,1
O0000012505,22,2
O0000014172,9,4
O0000016500,4,1
O0000025559,11,3
O0000026469,16,3
O0000018837,10,2
O0000022768,21,5
O0000009146,16,5
O0000006756,5,3
O0000032491,9,3
O0000029539,8,4
O0000016721,10,4
O0000035009,7,4
O0000039686,15,5
O0000010836,14,3
O0000031427,9,2
O0000017914,22,3
O0000016343,22,1
O0000012600,17,4
O0000033646,14,5
O0000040480,1,1
O0000042662,16,4
O0000036138,2,2
O0000042039,16,4
O0000013474,16,5
O0000001681,13,1
O0000005130,20,3
O0000013936,9,5
O0000000727,11,5
O0000014096,11,5
O0000035394,9,4
O0000020637,2,2
O0000018517,24,2
O0000031992,16,5
O0000040242,9,5
O0000008324,17,4
O0000026172,1,4
O0000002333,9,2
O0000026307,23,4
O0000033878,17,2
O0000004097,16,5
O0000006648,5,1
O0000019590,17,3
O0000015429,10,5
O0000019371,19,1
O0000039555,13,1
O0000002751,11,3
O0000025009,7,5
O0000030260,19,3
O0000003469,5,1
O0000002699,17,1
O0000012981,21,4
O0000036196,23,1
O0000008901,8,3
O0000025058,17,4
O0000024515,3,3
O0000006666,21,5
O0000020312,24,5
O0000036537,11,4
O0000041755,19,1
O0000041614,18,1
O0000026432,24,2
O0000016209,8,3
O0000015923,4,1
O0000002045,16,2
O0000006224,7,2
O0000033386,17,5
O0000022757,9,5
O0000014951,18,1
O0000031374,16,4
O0000018263,23,3
O0000011313,13,3
O0000022584,4,3
O0000023864,3,3
O0000011587,15,3
O0000021952,16,5
O0000037650,13,5
O0000020529,13,5
O0000008998,20,2
O0000024265,19,2
O0000011586,22,5
O0000017684,20,4
O0000012929,1,1
O0000025306,15,3
O0000016886,16,5
O0000039336,6,4
O0000019297,6,5
O0000005101,2,3
O0000008192,21,4
O0000014186,6,1
O0000015036,16,2
O0000017972,23,2
O0000036084,19,5
O0000025576,16,5
O0000042223,15,5
O0000040702,2,3
O0000028799,16,2
O0000038366,6,2
O0000036245,6,5
O0000024387,12,5
O0000037724,8,1
O0000040628,10,5
O0000042318,6,3
O0000007529,17,2
O0000025361,5,5
O0000024066,4,3
O0000012493,5,5
O0000031940,7,2
O0000027520,15,5
O0000035421,3,5
O0000030219,16,1
O0000012461,8,4
O0000041898,13,5
O0000020099,20,1
O0000012304,5,3
O0000007044,15,4
O0000008600,1,1
O0000029323,22,1
O0000030272,11,2
O0000001269,13,1
O0000017629,14,2
O0000017675,13,2
O0000035681,9,5
O0000004041,22,3
O0000016566,12,5
O0000032181,15,4
O0000029023,6,5
O0000038691,11,1
O0000040409,15,3
O0000028853,3,3
O0000009283,8,2
O0000018800,4,4
O0000031376,21,3
O0000005223,22,3
O0000004862,1,1
O0000020979,18,5
O0000033391,11,3
O0000028835,6,5
O0000015520,20,4
O0000007066,23,4
O0000043159,13,1
O0000013349,18,5
O0000033583,23,3
O0000024919,11,4
O0000012466,6,4
O0000020686,5,2
O0000006792,7,1
O0000023216,3,3
O0000011633,1,4
O0000027169,10,5
O0000032556,12,2
O0000009637,8,2
O0000030350,24,5
O0000016224,22,4
O0000040964,9,5
O0000034150,5,5
O0000000969,24,4
O0000032269,9,1
O0000024899,13,4
O0000004999,9,3
O0000033406,9,4
O0000025717,6,4
O0000032293,16,3
O0000034924,14,1
O0000039357,8,5
O0000028171,4,4
O0000010343,13,3
O0000035580,23,4
O0000006843,6,1
O0000001014,24,4
O0000034525,22,5
O0000038477,4,5
O0000002908,20,1
O0000006982,10,4
O0000017304,5,2
O0000042799,1,2
O0000004387,20,4
O0000033183,2,4
O0000041738,21,4
O0000026358,7,2
O0000024135,5,2
O0000027484,4,3
O0000026222,2,5
O0000001815,23,4
O0000036918,6,5
O0000032122,2,4
O0000029765,24,3
O0000016406,15,3
O0000035704,9,2
O0000003080,20,2
O0000002356,21,3
O0000032458,24,3
O0000038442,10,4
O0000014658,11,2
O0000016471,21,4
O0000003163,20,1
O0000038925,2,4
O0000008656,15,1
O0000021095,16,5
O0000011513,8,1
O0000034101,22,4
O0000029910,9,5
O0000013833,19,5
O0000016992,22,2
O0000026840,13,4
O0000015253,3,2
O0000025968,5,5
O0000015625,6,2
O0000037088,18,2
O0000027483,23,5
O0000015494,20,4
O0000006340,10,5
O0000039907,6,2
O0000013005,13,1
O0000006851,23,4
O0000027577,12,1
O0000042348,23,1
O0000009429,2,3
O0000019381,17,5
O0000024209,11,5
O0000012607,5,5
O0000009345,20,3
O0000036606,1,2
O0000033386,15,5
O0000041745,24,3
O0000021468,10,2
O0000003041,1,1
O0000035611,10,3
O0000001057,15,4
O0000030712,12,2
O0000028734,24,2
O0000004142,13,2
O0000037761,8,3
O0000008731,23,4
O0000027861,17,5
O0000033225,5,2
O0000011656,17,4
O0000025591,2,1
O0000025256,6,2
O0000012697,14,1
O0000013071,17,1
O0000034135,5,1
O0000038377,6,3
O0000017983,5,5
O0000013445,9,4
O0000012343,14,5
O0000041768,4,2
O0000040100,14,2
O0000009907,16,5
O0000021701,24,2
O0000029987,22,1
O0000019922,22,1
O0000008686,23,4
O0000032273,11,5
O0000026089,5,4
O0000030546,6,4
O0000015354,8,4
O0000034069,6,3
O0000028284,16,4
O0000021763,3,3
O0000039596,9,2
O0000036635,12,4
O0000012854,5,2
O0000000499,13,4
O0000032867,18,4
O0000015314,19,4
O0000017928,3,1
O0000012557,20,1
O0000003836,6,3
O0000023672,8,2
O0000005905,20,1
O0000042481,2,4
O0000029492,6,2
O0000002530,3,2
O0000029731,17,3
O0000026902,10,2
O0000007219,9,2
O0000023274,21,1
O0000041647,17,4
O0000002869,1,5
O0000026386,3,3
O0000027902,19,4
O0000007338,23,5
O0000039794,24,4
O0000021694,1,4
O0000036998,14,5
O0000033794,11,1
O0000006755,12,4
O0000005080,7,3
O0000026981,9,1
O0000016930,24,5
O0000038048,2,2
O0000012011,12,1
O0000023533,9,3
O0000039617,24,5
O0000041958,2,3
O0000029496,21,4
O0000018536,15,2
O0000000134,11,5
O0000033766,3,2
O0000000208,10,4
O0000008172,6,2
O0000038256,6,4
O0000033712,4,4
O0000014110,6,1
O0000042314,8,3
O0000032007,15,3
O0000025236,6,2
O0000035714,9,2
O0000041106,20,5
O0000021134,4,1
O0000025807,23,1
O0000010437,2,1
O0000038167,5,1
O0000040079,24,5
O0000031395,22,2
O0000032265,23,3
O0000007053,21,3
O0000008938,8,4
O0000040189,7,1
O0000005395,22,3
O0000035952,1,4
O0000012968,6,2
O0000041793,5,3
O0000037943,8,2
O0000011803,18,4
O0000031336,17,5
O0000007598,11,2
O0000028718,4,3
O0000010138,7,2
O0000020929,7,1
O0000027905,17,1
O0000024582,3,5
O0000019383,1,4
O0000023605,21,4
O0000013732,12,4
O0000030223,12,4
O0000019691,17,4
O0000026794,8,4
O0000038604,20,1
O0000031694,13,1
O0000041225,4,4
O0000036907,24,1
O0000003370,21,2
O0000005099,6,4
O0000031926,10,5
O0000010233,2,3
O0000023943,21,2
O0000011575,2,2
O0000012798,18,1
O0000007035,10,2
O0000033533,14,2
O0000030569,19,2
O0000040393,3,4
O0000021172,6,2
O0000025657,9,1
O0000039467,1,4
O0000023021,17,1
O0000038864,3,1
O0000028340,23,2
O0000011261,16,4
O0000040679,7,1
O0000029782,23,3
O0000005295,23,1
O0000027732,11,3
O0000001622,3,4
O0000019763,3,1
O0000024544,19,4
O0000020955,23,5
O0000009475,22,3
O0000007933,23,2
O0000043001,3,4
O0000014784,20,4
O0000035155,23,5
O0000024824,23,5
O0000004783,8,5
O0000014067,14,5
O0000005057,2,5
O0000011647,7,2
O0000013201,5,2
O0000029865,24,5
O0000036957,3,5
O0000025278,15,5
O0000030048,17,1
O0000009736,4,3
O0000020464,23,1
O0000016047,9,4
O0000006198,9,3
O0000005492,20,2
O0000007511,5,5
O0000018065,21,1
O0000002751,24,3
O0000032146,15,4
O0000022569,19,3
O0000016091,7,5
O0000009559,3,1
O0000043109,11,5
O0000025155,1,3
O0000035971,12,5
O0000030488,15,3
O0000028126,3,3
O0000037168,22,5
O0000029427,19,2
O0000042818,17,3
O0000016764,5,5
O0000026305,8,3
O0000003759,5,1
O0000023645,24,5
O0000042788,11,3
O0000014992,15,5
O0000018234,1,5
O0000017743,24,4
O0000030968,21,4
O0000026728,8,2
O0000041204,5,3
O0000011401,4,5
O0000034664,13,2
O0000021691,17,2
O0000030233,18,5
O0000020140,12,1
O0000032804,14,3
O0000029482,1,2
O0000002529,17,3
O0000004828,7,4
O0000006568,13,2
O0000002020,7,5
O0000014266,15,4
O0000016230,21,4
O0000024490,15,2
O0000027703,5,3
O0000031317,10,1
O0000029782,17,1
O0000017862,16,3
O0000029489,6,3
O0000021617,6,1
O0000026630,9,4
O0000032409,7,1
O0000027428,15,1
O0000041037,15,5
O0000007772,21,2
O0000034517,7,1
O0000002700,14,2
O0000014589,15,2
O0000038906,23,3
O0000035593,22,2
O0000018575,22,1
O0000003397,9,4
O0000018216,16,5
O0000019616,20,3
O0000040854,11,5
O0000001356,18,2
O0000014981,7,1
O0000015930,18,5
O0000015009,2,4
O0000029727,6,4
O0000013954,13,4
O0000002831,4,3
O0000017806,18,4
O0000011315,11,1
O0000036123,22,2
O0000006463,11,1
O0000035277,2,1
O0000034812,5,1
O0000007317,11,5
O0000008129,13,2
O0000005584,15,4
O0000010212,3,4
O0000039834,2,2
O0000003342,11,2
O0000009092,21,3
O0000039625,16,2
O0000029151,19,1
O0000017668,20,5
O0000005327,5,2
O0000008811,9,3
O0000012522,15,4
O0000009855,8,4
O0000040696,4,4
O0000038556,16,5
O0000034652,23,4
O0000021518,2,1
O0000006971,8,2
O0000030716,12,4
O0000029268,7,3
O0000019549,14,3
O0000021051,3,5
O0000012285,1,5
O0000006242,24,5
O0000012683,23,2
O0000018317,4,1
O0000015180,20,1
O0000032346,5,2
O0000011259,21,2
O0000042625,12,2
O0000026456,8,2
O0000036327,21,2
O0000034219,13,1
O0000006052,7,2
O0000042677,13,2
O0000040494,11,4
O0000014468,11,3
O0000027117,24,2
O0000019351,21,2
O0000000193,17,1
O0000005062,24,1
O0000035803,12,2
O0000002922,23,2
O0000024384,20,5
O0000034916,4,3
O0000037791,22,4
O0000005570,3,5
O0000031123,21,2
O0000034432,2,1
O0000041770,8,4
O0000028721,21,1
O0000022727,24,5
O0000018800,1,5
O0000000644,23,2
O0000037600,20,1
O0000000188,5,1
O0000033229,20,1
O0000021834,18,5
O0000037879,6,5
O0000039042,8,2
O0000031168,11,4
O0000017952,18,2
O0000033847,3,2
O0000038465,14,5
O0000042561,9,5
O0000011172,6,5
O0000038102,10,2
O0000012596,19,4
O0000011521,15,4
O0000013881,5,1
O0000036344,10,5
O0000011495,20,2
O0000026564,11,1
O0000033738,23,1
O0000036644,2,5
O0000012101,4,5
O0000021925,19,5
O0000025245,10,5
O0000020084,22,3
O0000004653,10,3
O0000033141,11,4
O0000036883,7,5
O0000019524,23,2
O0000027863,7,4
O0000014275,12,5
O0000036475,3,5
O0000010971,4,5
O0000031841,12,1
O0000005660,24,4
O0000012485,18,1
O0000033927,15,2
O0000025419,8,4
O0000034143,23,4
O0000010733,11,3
O0000030126,10,3
O0000014513,11,4
O0000028164,5,1
O0000002314,6,1
O0000021019,9,1
O0000024902,16,1
O0000015953,24,4
O0000034500,13,5
O0000040420,1,1
O0000031224,21,2
O0000009196,21,5
O0000015531,9,4
O0000041849,4,1
O0000001027,9,3
O0000041336,17,5
O0000030566,24,2
O0000026713,8,3
O0000038249,9,5
O0000037941,5,1
O0000027118,24,1
O0000002944,22,1
O0000031204,10,4
O0000018915,10,3
O0000042921,21,5
O0000038752,21,2
O0000028004,4,5
O0000039075,23,1
O0000034160,10,2
O0000030605,9,1
O0000029306,1,3
O0000027968,5,4
O0000019269,24,2
O0000041259,22,5
O0000031698,21,1
O0000016206,19,3
O0000013234,14,4
O0000025009,9,2
O0000006338,3,5
O0000019778,5,4
O0000018735,3,5
O0000025338,20,4
O0000025603,2,4
O0000016982,6,3
O0000003673,17,2
O0000016474,7,5
O0000030140,8,5
O0000043166,17,2
O0000023917,20,1
O0000004141,7,2
O0000000804,9,4
O0000020310,23,4
O0000041281,1,5
O0000021086,1,5
O0000033058,13,3
O0000005186,18,3
O0000031182,15,3
O0000042862,15,3
O0000023964,7,2
O0000026853,11,3
O0000018475,22,3
O0000017390,6,2
O0000019859,3,2
O0000033921,15,4
O0000039842,2,4
O0000016572,4,1
O0000039146,20,2
O0000026653,16,5
O0000009450,15,3
O0000033526,10,4
O0000019243,13,2
O0000037785,19,1
O0000039021,24,3
O0000015446,4,5
O0000042096,9,1
O0000023426,9,1
O0000034881,24,4
O0000001925,3,5
O0000016863,1,5
O0000027031,6,2
O0000037617,21,1
O0000025940,19,5
O0000001340,3,4
O0000031464,5,3
O0000002574,23,1
O0000017610,2,5
O0000039346,8,5
O0000039888,16,4
O0000039434,9,2
O0000034950,15,5
O0000037619,4,3
O0000041536,18,3
O0000010537,2,3
O0000007475,9,3
O0000032772,5,4
O0000035399,4,5
O0000031389,9,3
O0000021351,2,2
O0000027928,20,2
O0000021785,2,5
O0000042092,6,4
O0000013899,4,3
O0000040008,5,1
O0000039538,1,4
O0000004175,15,5
O0000041287,8,2
O0000025332,12,4
O0000023627,5,3
O0000003588,4,3
O0000019371,22,3
O0000022899,13,1
O0000011276,21,2
O0000025599,15,1
O0000009194,2,2
O0000041914,14,3
O0000035537,8,5
O0000009104,18,5
O0000040549,13,3
O0000024389,5,4
O0000040712,22,2
O0000035829,15,4
O0000026000,5,2
O0000007158,14,5
O0000000849,13,5
O0000037159,23,5
O0000040627,14,1
O0000037148,24,5
O0000030409,16,5
O0000012433,1,1
O0000000989,22,3
O0000009696,6,3
O0000029229,20,1
O0000042163,7,3
O0000002002,16,2
O0000006104,16,5
O0000012092,16,5
O0000027074,3,4
O0000012435,20,3
O0000021474,17,2
O0000032382,21,2
O0000016438,1,1
O0000031919,8,1
O0000040464,12,2
O0000002088,23,4
O0000020428,2,4
O0000019870,21,2
O0000014233,21,1
O0000015586,8,2
O0000022318,3,5
O0000025283,22,2
O0000026924,4,5
O0000012484,17,3
O0000015802,10,1
O0000010438,22,2
O0000015559,7,5
O0000013505,19,3
O0000036923,16,2
O0000039684,17,1
O0000028457,7,1
O0000028316,20,3
O0000034097,17,3
O0000004727,23,4
O0000001273,22,3
O0000016253,20,4
O0000028072,9,4
O0000021280,1,1
O0000015864,8,4
O0000012146,12,4
O0000010405,9,4
O0000004909,22,3
O0000008654,10,3
O0000009817,6,5
O0000032857,11,4
O0000010928,10,3
O0000020083,5,5
O0000032682,13,5
O0000012761,18,2
O0000037154,22,5
O0000028568,9,5
O0000009431,14,5
O0000020287,3,5
O0000032861,23,1
O0000029610,9,2
O0000018424,1,3
O0000040716,6,2
O0000038929,22,3
O0000016296,8,1
O0000016757,8,3
O0000011658,5,5
O0000023109,13,2
O0000015478,9,4
O0000021016,20,1
O0000008150,19,4
O0000033140,18,1
O0000005336,2,4
O0000036086,9,1
O0000016455,15,4
O0000002813,16,2
O0000031001,8,3
O0000034338,11,3
O0000023145,16,5
O0000029838,9,2
O0000040321,9,5
O0000023119,12,3
O0000035009,19,2
O0000001308,13,4
O0000000712,7,1
O0000038855,19,3
O0000035943,15,4
O0000019504,6,3
O0000013484,16,5
O0000028332,6,2
O0000031942,1,4
O0000009757,21,2
O0000033968,5,2
O0000020148,10,5
O0000022646,17,1
O0000025721,9,1
O0000041178,23,2
O0000032860,17,4
O0000018802,17,4
O0000017144,13,1
O0000014707,2,4
O0000026073,17,2
O0000033374,14,1
O0000002735,6,5
O0000002876,22,5
O0000001025,16,3
O0000021201,15,2
O0000025028,14,1
O0000003477,7,3
O0000009060,22,4
O0000006430,8,4
O0000029903,11,4
O0000022102,19,4
O0000040767,24,2
O0000005595,4,1
O0000022811,16,4
O0000033324,10,2
O0000018944,9,3
O0000015093,8,2
O0000014780,8,5
O0000015256,19,3
O0000030292,3,4
O0000002819,16,3
O0000023937,5,2
O0000023693,1,2
O0000041368,1,2
O0000041378,13,1
O0000020798,8,4
O0000031406,13,1
O0000009726,23,4
O0000029679,18,5
O0000029069,19,1
O0000042461,3,2
O0000014242,23,3
O0000011919,6,1
O0000042336,23,4
O0000034081,23,3
O0000009211,4,3
O0000003584,17,3
O0000035922,22,1
O0000003255,5,1
O0000029869,20,2
O0000018400,7,2
O0000040747,9,1
O0000009653,8,1
O0000022320,8,3
O0000005178,15,4
O0000030575,21,2
O0000036577,15,2
O0000042575,12,1
O0000012715,8,1
O0000006869,8,1
O0000005680,17,5
O0000022963,23,5
O0000027748,6,2
O0000030015,9,4
O0000025574,24,4
O0000011822,16,2
O0000036436,1,5
O0000002009,20,5
O0000034193,23,5
O0000016600,14,2
O0000023132,12,4
O0000017075,10,1
O0000017583,2,3
O0000040815,21,2
O0000029406,11,5
O0000027037,11,4
O0000037627,14,1
O0000006563,8,1
O0000000951,19,3
O0000014679,5,5
O0000039686,8,1
O0000041885,11,4
O0000020320,4,3
O0000036599,7,2
O0000009945,17,3
O0000040760,21,5
O0000026767,9,3
O0000017317,9,1
O0000034561,8,2
O0000028954,3,1
O0000032111,11,5
O0000003072,1,3
O0000043081,17,5
O0000033267,21,5
O0000037220,3,3
O0000007700,14,4
O0000009420,16,3
O0000027370,24,1
O0000008700,3,3
O0000037743,11,3
O0000021979,23,3
O0000005307,9,3
O0000010425,18,4
O0000032451,14,1
O0000030640,22,1
O0000035045,10,4
O0000005707,20,5
O0000024851,15,3
O0000013266,16,4
O0000023620,19,4
O0000006145,15,4
O0000035061,19,2
O0000023811,17,5
O0000004043,10,1
O0000035223,17,5
O0000011852,8,4
O0000023979,18,4
O0000031013,4,3
O0000040378,20,3
O0000000924,3,5
O0000025919,19,1
O0000020456,20,1
O0000041306,2,2
O0000004750,13,1
O0000035601,19,5
O0000026190,18,3
O0000006531,24,3
O0000042454,10,4
O0000009154,17,3
O0000021289,8,2
O0000000737,10,1
O0000012578,12,5
O0000003071,11,3
O0000028087,13,2
O0000008642,24,4
O0000031837,21,4
O0000000684,11,1
O0000032855,15,1
O0000032526,7,2
O0000034097,11,4
O0000019185,16,2
O0000018671,22,2
O0000002977,23,1
O0000000388,19,1
O0000019495,2,5
O0000023985,23,5
O0000005214,2,5
O0000041871,10,3
O0000038812,1,3
O0000030115,14,3
O0000034229,14,5
O0000005316,3,1
O0000032715,13,5
O0000000432,16,1
O0000007245,11,5
O0000000423,16,5
O0000026434,10,2
O0000009668,5,4
O0000024819,5,3
O0000000850,22,5
O0000029069,3,1
O0000040640,4,2
O0000022266,11,2
O0000022352,9,3
O0000003554,6,2
O0000021502,11,5
O0000038728,23,4
O0000029273,23,5
O0000010818,1,4
O0000016818,6,3
O0000001841,2,2
O0000027432,8,1
O0000030417,11,4
O0000028888,3,5
O0000002211,24,4
O0000014293,19,5
O0000009963,12,3
O0000005118,16,1
O0000019597,1,5
O0000034450,2,3
O0000002502,16,1
O0000015046,3,2
O0000001709,9,5
O0000021283,17,1
O0000001544,10,3
O0000041929,5,4
O0000021117,21,2
O0000005908,21,2
O0000004056,7,5
O0000033424,10,2
O0000024515,5,1
O0000022817,16,2
O0000001309,3,1
O0000000183,10,1
O0000021701,5,4
O0000017582,11,5
O0000025454,18,2
O0000023881,2,4
O0000028478,23,1
O0000008593,21,5
O0000021833,16,2
O0000029083,19,5
O0000003295,3,4
O0000023960,15,5
O0000039443,23,1
O0000009311,13,3
O0000021757,21,5
O0000023471,12,5
O0000028060,5,2
O0000004421,20,5
O0000023254,15,3
O0000032834,4,4
O0000011190,11,5
O0000024027,11,4
O0000043174,11,1
O0000010016,12,4
O0000043162,11,2
O0000019134,20,2
O0000014817,8,3
O0000024405,17,4
O0000018317,15,3
O0000039130,19,3
O0000013117,17,4
O0000000184,7,5
O0000021920,13,2
O0000015020,4,2
O0000008295,5,3
O0000000226,2,1
O0000023518,23,3
O0000026255,20,1
O0000017019,13,5
O0000016455,18,5
O0000037795,6,1
O0000016221,24,5
O0000012032,4,4
O0000024300,9,1
O0000003696,21,1
O0000006732,7,3
O0000039924,14,3
O0000026358,6,4
O0000039258,18,4
O0000041156,23,1
O0000023628,21,4
O0000039085,20,2
O0000001421,16,3
O0000005843,13,4
O0000024242,3,5
O0000027150,20,4
O0000042282,14,5
O0000032178,10,1
O0000036659,23,4
O0000016640,19,4
O0000039738,9,3
O0000008793,3,2
O0000027600,9,1
O0000031634,15,2
O0000012454,14,5
O0000031135,24,1
O0000014924,20,2
O0000033338,5,5
O0000015371,12,2
O0000031002,19,3
O0000033229,9,5
O0000034077,3,5
O0000013080,19,1
O0000003130,7,1
O0000040414,1,2
O0000017417,4,1
O0000022633,17,1
O0000000665,10,3
O0000025291,22,4
O0000038227,2,3
O0000034438,7,5
O0000000566,1,3
O0000026994,4,2
O0000023803,11,1
O0000038897,15,4
O0000027765,7,5
O0000028459,15,1
O0000033875,21,1
O0000015447,8,5
O0000040056,14,2
O0000027735,13,1
O0000030922,9,1
O0000005492,9,1
O0000010988,20,3
O0000026782,5,4
O0000035647,8,3
O0000008972,6,1
O0000020468,12,4
O0000018740,6,4
O0000011476,20,5
O0000039857,9,5
O0000029617,23,2
O0000030650,23,3
O0000018785,4,3
O0000002966,20,3
O0000010212,20,1
O0000013233,22,1
O0000003407,10,3
O0000000540,2,5
O0000020624,4,2
O0000041772,14,2
O0000016987,8,4
O0000025513,23,5
O0000022486,19,4
O0000010858,11,4
O0000025253,3,5
O0000027036,3,4
O0000031600,11,2
O0000014799,3,2
O0000033133,11,3
O0000009841,23,2
O0000022322,5,3
O0000034052,18,1
O0000020330,20,3
O0000005504,15,1
O0000038011,2,3
O0000037412,20,2
O0000039437,13,5
O0000038666,11,2
O0000018951,11,5
O0000022050,16,4
O0000010830,2,5
O0000029680,11,5
O0000019381,24,1
O0000015873,2,1
O0000017579,23,3
O0000012422,22,1
O0000005477,4,1
O0000031277,5,3
O0000008189,10,2
O0000006588,8,4
O0000011371,16,2
O0000018226,2,3
O0000029706,24,3
O0000028269,6,4
O0000042045,24,2
O0000005786,19,5
O0000017734,10,3
O0000002522,20,1
O0000032736,6,3
O0000000948,1,3
O0000042234,6,4
O0000031188,10,3
O0000023613,17,2
O0000028893,20,2
O0000039282,15,1
O0000033875,7,5
O0000029134,10,1
O0000018923,16,4
O0000038008,16,2
O0000035094,12,5
O0000017061,13,2
O0000009673,3,3
O0000042197,24,3
O0000016825,1,1
O0000023204,21,4
O0000010756,21,1
O0000004269,14,4
O0000026054,13,2
O0000033464,16,2
O0000018166,17,1
O0000031796,18,3
O0000015551,21,3
O0000028307,20,2
O0000019143,8,3
O0000036966,6,1
O0000033909,1,3
O0000029226,17,3
O0000026981,19,4
O0000005107,17,4
O0000038939,14,5
O0000039093,6,4
O0000028266,11,1
O0000010562,10,3
O0000017750,13,2
O0000029964,1,1
O0000014033,24,3
O0000003903,22,5
O0000027611,18,1
O0000010591,13,2
O0000023271,3,5
O0000032522,20,2
O0000030914,6,3
O0000038025,17,5
O0000013514,8,1
O0000001468,18,2
O0000040057,7,1
O0000029622,11,3
O0000017804,16,5
O0000037609,6,1
O0000032061,19,4
O0000024177,5,3
O0000000613,13,1
O0000041402,12,3
O0000014985,13,5
O0000000255,2,5
O0000002457,15,4
O0000031214,24,5
O0000001820,13,4
O0000032583,9,4
O0000027542,9,4
O0000019599,19,3
O0000022182,1,4
O0000019488,8,3
O0000017309,6,2
O0000005745,15,2
O0000007479,9,3
O0000017602,22,2
O0000033936,18,3
O0000017132,20,2
O0000026824,4,2
O0000038981,4,1
O0000007105,18,4
O0000016514,16,5
O0000010682,19,5
O0000007717,2,3
O0000022449,11,1
O0000007786,13,3
O0000029764,9,2
O0000024689,19,3
O0000020903,11,1
O0000033354,19,4
O0000031159,23,4
O0000022364,14,2
O0000027983,17,3
O0000001436,5,5
O0000001827,5,3
O0000004734,12,1
O0000005637,5,5
O0000018635,6,1
O0000027921,18,3
O0000024406,23,1
O0000020790,3,5
O0000035129,10,1
O0000023232,15,5
O0000027249,5,3
O0000035164,22,3
O0000031052,16,2
O0000003634,13,3
O0000014284,5,4
O0000014700,14,1
O0000039410,10,2
O0000017067,11,3
O0000005840,3,1
O0000006690,19,5
O0000001259,16,2
O0000033333,7,3
O0000040660,8,4
O0000006259,2,2
O0000015013,11,4
O0000016658,5,4
