order_id,customer_id,branch_id,rating,payment_method,date,time
O0000027314,C0000002234,B217,2,Credit Card,2023-07-13,10:46:24.258907
O0000027315,C0000002339,B078,4,Cash,2024-05-07,07:15:41.197698
O0000027316,C0000001021,B176,3,Mobile Payment,2023-10-08,18:42:24.599296
O0000027317,C0000001546,B022,2,Cash,2023-06-01,13:13:25.619013
O0000027318,C0000000518,B156,1,Credit Card,2023-09-10,12:28:01.265305
O0000027319,C0000000839,B050,3,Mobile Payment,2023-07-21,13:05:58.843337
O0000027320,C0000002170,B091,2,Credit Card,2024-09-01,18:56:11.690750
O0000027321,C0000000590,B139,1,Mobile Payment,2023-08-06,15:45:13.444544
O0000027322,C0000000477,B023,5,Credit Card,2024-07-09,09:28:26.731766
O0000027323,C0000001445,B185,1,Mobile Payment,2024-05-08,08:32:59.855991
O0000027324,C0000001805,B015,2,Mobile Payment,2024-05-18,11:45:13.524287
O0000027325,C0000001339,B128,2,Credit Card,2024-07-28,13:24:20.271172
O0000027326,C0000000763,B048,4,Credit Card,2023-03-30,7:7:11.234086
O0000027327,C0000000574,B167,3,Mobile Payment,2024-05-10,11:51:54.242437
O0000027328,C0000001154,B027,1,Mobile Payment,2024-03-23,07:42:05.358689
O0000027329,C0000001245,B053,5,Credit Card,2023-06-07,19:24:54.160072
O0000027330,C0000000315,B003,5,Credit Card,2024-08-08,19:20:03.170433
O0000027331,C0000000062,B068,5,Mobile Payment,2024-01-21,12:33:18.263112
O0000027332,C0000000461,B069,2,Mobile Payment,2023-01-27,13:32:57.545630
O0000027333,C0000001569,B142,4,Mobile Payment,2024-01-07,14:36:57.783109
O0000027334,C0000000271,B018,2,Credit Card,2024-03-28,07:00:50.742787
O0000027335,C0000001179,B065,1,Credit Card,2024-07-08,11:03:42.391787
O0000027336,C0000002150,B196,2,Cash,2024-07-23,7:52:05.202059
O0000027337,C0000001751,B027,1,Cash,2024-09-13,20:13:25.651822
O0000027338,C0000001283,B024,1,Mobile Payment,2023-08-25,14:21:36.371014
O0000027339,C0000002025,B018,1,Mobile Payment,2023-05-16,18:59:49.722719
O0000027340,C0000001099,B174,5,Mobile Payment,2023-10-16,12:09:14.745647
O0000027341,C0000000382,B214,5,Credit Card,2023-04-11,08:43:37.410712
O0000027342,C0000001743,B080,5,Mobile Payment,2024-01-18,17:57:28.172462
O0000027343,C0000001543,B045,2,Credit Card,2024-02-21,16:43:39.153638
O0000027344,C0000001492,B160,4,Credit Card,2023-07-24,16:05:10.121978
O0000027345,C0000001234,B067,5,Mobile Payment,2023-01-16,10:46:04.203145
O0000027346,C0000000152,B029,5,Cash,2024-06-29,19:27:20.741239
O0000027347,C0000001428,B062,2,Mobile Payment,2023-08-22,15:40:00.862231
O0000027348,C0000000763,B080,2,Cash,2024-06-09,8:23:07.737345
O0000027349,C0000001905,B233,2,Credit Card,2024-04-23,13:23:15.706558
O0000027350,C0000001854,B107,4,Cash,2024-03-19,19:06:43.573099
O0000027351,C0000000046,B049,3,Mobile Payment,2023-12-13,12:31:10.407326
O0000027352,C0000000343,B224,3,Mobile Payment,2023-07-07,08:58:28.450039
O0000027353,C0000001302,B222,5,Credit Card,2024-03-26,18:03:04.791814
O0000027354,C0000000358,B067,5,Cash,2024-04-21,12:52:25.138162
O0000027355,C0000002279,B029,2,Credit Card,2024-05-18,9:22:41.017725
O0000027356,C0000001216,B129,5,Cash,2023-02-04,10:08:06.208423
O0000027357,C0000001081,B220,3,Credit Card,2023-06-18,20:10:04.024867
O0000027358,C0000000581,B042,5,Cash,2023-12-14,8:48:01.768355
O0000027359,C0000001182,B199,3,Credit Card,2023-05-01,17:01:46.179081
O0000027360,C0000000279,B213,4,Cash,2023-04-22,08:14:27.921270
O0000027361,C0000001270,B151,2,Credit Card,2023-06-21,9:19:11.327113
O0000027362,C0000001549,B138,1,Credit Card,2023-10-04,19:11:32.197688
O0000027363,C0000000307,B048,4,Cash,2023-03-19,19:19:45.269905
O0000027364,C0000002221,B086,4,Credit Card,2024-03-22,13:27:20.956052
O0000027365,C0000001432,B152,1,Mobile Payment,2023-04-21,08:30:12.385609
O0000027366,C0000000688,B187,2,Mobile Payment,2024-08-07,16:14:21.694086
O0000027367,C0000000348,B082,5,Credit Card,2023-11-09,21:45:10.406736
O0000027368,C0000002289,B109,4,Credit Card,2024-01-28,16:08:44.784967
O0000027369,C0000000713,B216,4,Credit Card,2024-08-23,20:30:08.339909
O0000027370,C0000001837,B147,1,Cash,2024-03-23,7:34:19.439669
O0000027371,C0000000399,B094,3,Mobile Payment,2023-05-31,20:07:43.321895
O0000027372,C0000000671,B090,2,Cash,2024-03-31,9:58:21.537143
O0000027373,C0000001258,B085,5,Credit Card,2023-06-23,13:40:22.470755
O0000027374,C0000001921,B176,5,Cash,2023-02-05,15:07:26.945698
O0000027375,C0000001350,B203,2,Cash,2024-07-06,10:29:13.467018
O0000027376,C0000001991,B104,1,Mobile Payment,2024-09-23,9:15:07.031875
O0000027377,C0000001574,B138,1,Mobile Payment,2023-07-07,14:14:10.234764
O0000027378,C0000000718,B200,3,Credit Card,2023-05-02,08:43:33.229833
O0000027379,C0000002272,B070,4,Credit Card,2024-04-16,07:32:07.765695
O0000027380,C0000000279,B077,3,Cash,2023-03-09,08:09:48.339520
O0000027381,C0000001276,B046,2,Cash,2024-06-26,8:55:57.336537
O0000027382,C0000000434,B072,2,Mobile Payment,2023-04-04,18:23:46.571129
O0000027383,C0000000504,B121,4,Cash,2024-08-22,19:34:08.081156
O0000027384,C0000002061,B231,3,Credit Card,2024-04-23,11:28:57.237291
O0000027385,C0000002104,B025,4,Credit Card,2023-08-08,17:39:49.526047
O0000027386,C0000000614,B035,3,Mobile Payment,2024-02-27,20:01:51.854957
O0000027387,C0000002080,B032,4,Cash,2023-11-30,17:55:46.143684
O0000027388,C0000001089,B154,5,Credit Card,2023-11-02,08:20:04.269089
O0000027389,C0000002268,B062,2,Credit Card,2023-03-06,15:20:32.134616
O0000027390,C0000000603,B107,2,Cash,2024-01-30,13:12:29.895957
O0000027391,C0000000418,B096,2,Credit Card,2024-02-24,21:28:13.910681
O0000027392,C0000001683,B066,1,Credit Card,2023-07-16,16:00:48.937929
O0000027393,C0000002204,B222,2,Credit Card,2023-04-14,19:29:21.215087
O0000027394,C0000000410,B145,3,Cash,2023-09-07,13:21:29.365011
O0000027395,C0000001130,B165,1,Cash,2024-07-12,17:17:48.089258
O0000027396,C0000001161,B202,1,Cash,2023-04-06,19:29:05.844940
O0000027397,C0000000106,B021,4,Credit Card,2023-12-12,11:26:52.650557
O0000027398,C0000001114,B121,2,Cash,2023-12-03,07:42:02.632275
O0000027399,C0000000191,B165,1,Cash,2023-10-30,12:25:50.006664
O0000027400,C0000001810,B191,4,Credit Card,2024-04-19,19:42:41.389554
O0000027401,C0000002236,B171,5,Mobile Payment,2024-01-14,11:00:02.959649
O0000027402,C0000000289,B081,4,Mobile Payment,2023-02-28,13:56:28.367939
O0000027403,C0000001348,B028,3,Cash,2023-04-26,17:52:20.911705
O0000027404,C0000000338,B082,3,Cash,2024-09-09,12:28:33.515855
O0000027405,C0000002266,B127,4,Cash,2023-11-05,16:07:32.997085
O0000027406,C0000001779,B065,5,Cash,2024-05-03,10:50:31.958846
O0000027407,C0000001857,B015,4,Mobile Payment,2024-07-12,15:25:08.984259
O0000027408,C0000001171,B220,3,Mobile Payment,2024-07-29,13:35:59.451037
O0000027409,C0000000898,B177,4,Cash,2024-01-11,15:49:38.209488
O0000027410,C0000000397,B009,5,Credit Card,2024-09-08,12:45:28.011980
O0000027411,C0000000036,B028,5,Mobile Payment,2023-08-07,11:27:22.307702
O0000027412,C0000001191,B085,5,Credit Card,2024-05-20,13:26:58.141311
O0000027413,C0000000456,B098,2,Mobile Payment,2024-01-13,12:52:28.044421
O0000027414,C0000001546,B076,4,Cash,2023-11-24,16:35:39.750594
O0000027415,C0000000921,B193,4,Mobile Payment,2024-01-13,08:46:14.634114
O0000027416,C0000000891,B136,4,Credit Card,2024-03-18,12:14:02.783180
O0000027417,C0000002117,B043,4,Mobile Payment,2023-12-15,07:57:58.949174
O0000027418,C0000000441,B193,3,Credit Card,2024-06-15,20:43:38.930815
O0000027419,C0000001988,B192,1,Credit Card,2023-04-19,19:37:17.276481
O0000027420,C0000001506,B023,4,Cash,2024-04-08,15:08:29.485404
O0000027421,C0000000842,B056,1,Cash,2024-01-08,19:55:45.502248
O0000027422,C0000002076,B134,5,Mobile Payment,2023-01-02,18:59:54.833549
O0000027423,C0000001463,B083,1,Cash,2024-08-08,12:25:12.508178
O0000027424,C0000001181,B074,1,Mobile Payment,2023-10-27,19:16:13.531618
O0000027425,C0000000959,B024,3,Credit Card,2024-06-13,16:11:19.189387
O0000027426,C0000000663,B213,3,Cash,2024-01-05,15:56:24.051924
O0000027427,C0000001272,B209,1,Mobile Payment,2024-08-05,9:30:14.697659
O0000027428,C0000000837,B111,5,Credit Card,2024-06-02,20:20:28.855291
O0000027429,C0000000381,B030,2,Credit Card,2023-03-28,10:13:01.145459
O0000027430,C0000000151,B220,3,Cash,2024-03-31,19:10:35.206004
O0000027431,C0000000479,B060,5,Mobile Payment,2023-03-16,14:27:24.928848
O0000027432,C0000000546,B153,4,Credit Card,2024-02-18,17:57:17.404035
O0000027433,C0000000472,B182,2,Mobile Payment,2023-05-03,17:17:39.388141
O0000027434,C0000001350,B181,4,Mobile Payment,2023-12-27,16:33:26.410432
O0000027435,C0000000530,B201,3,Credit Card,2024-02-19,19:15:03.596955
O0000027436,C0000000017,B082,5,Mobile Payment,2023-10-06,20:46:08.260575
O0000027437,C0000001908,B093,5,Cash,2023-01-25,10:02:06.203871
O0000027438,C0000001676,B150,4,Cash,2024-09-16,15:04:42.848999
O0000027439,C0000001627,B215,4,Cash,2023-11-08,20:52:57.320007
O0000027440,C0000000810,B105,2,Mobile Payment,2024-08-14,12:49:38.904684
O0000027441,C0000000646,B035,5,Cash,2023-01-29,10:52:45.659779
O0000027442,C0000001982,B202,3,Credit Card,2023-10-07,14:39:21.608623
O0000027443,C0000001125,B176,2,Mobile Payment,2024-09-22,15:57:52.344399
O0000027444,C0000002276,B218,4,Mobile Payment,2024-07-08,18:55:15.834756
O0000027445,C0000002038,B096,3,Credit Card,2023-09-02,08:09:00.631395
O0000027446,C0000000613,B232,4,Cash,2024-02-08,8:36:8.147741
O0000027447,C0000001561,B144,1,Cash,2023-11-24,20:35:15.081955
O0000027448,C0000001795,B167,5,Cash,2023-12-30,14:49:54.239087
O0000027449,C0000000687,B114,5,Credit Card,2023-06-29,11:41:53.683635
O0000027450,C0000001301,B098,3,Mobile Payment,2024-07-16,9:41:24.110238
O0000027451,C0000000918,B015,1,Credit Card,2024-01-27,8:06:30.777486
O0000027452,C0000000464,B098,4,Credit Card,2024-01-18,15:00:47.039568
O0000027453,C0000001513,B228,1,Mobile Payment,2024-02-09,13:59:07.331335
O0000027454,C0000001568,B024,2,Cash,2024-05-08,07:50:06.430003
O0000027455,C0000001798,B059,2,Credit Card,2023-11-14,19:52:54.400532
O0000027456,C0000000816,B126,2,Mobile Payment,2024-01-27,14:33:58.400922
O0000027457,C0000001449,B063,4,Cash,2024-05-31,8:44:8.771503
O0000027458,C0000001737,B196,1,Cash,2024-06-12,10:40:59.128360
O0000027459,C0000000152,B033,3,Credit Card,2023-05-13,20:03:01.832540
O0000027460,C0000001157,B034,4,Mobile Payment,2024-08-22,12:58:26.299680
O0000027461,C0000000834,B225,2,Mobile Payment,2023-01-24,20:27:40.864342
O0000027462,C0000001685,B160,4,Mobile Payment,2023-08-05,18:15:17.525612
O0000027463,C0000001966,B118,2,Credit Card,2023-08-24,12:18:30.642589
O0000027464,C0000000499,B064,1,Cash,2024-04-29,08:12:53.518743
O0000027465,C0000001796,B169,2,Mobile Payment,2024-04-05,14:18:10.940677
O0000027466,C0000001436,B156,4,Cash,2023-06-26,12:01:28.634544
O0000027467,C0000001590,B124,3,Mobile Payment,2024-01-06,15:41:18.095897
O0000027468,C0000001490,B199,2,Credit Card,2024-09-05,15:02:34.411574
O0000027469,C0000002189,B075,3,Mobile Payment,2023-11-10,8:03:35.444654
O0000027470,C0000000082,B211,4,Cash,2023-02-14,16:33:03.850646
O0000027471,C0000000613,B093,1,Mobile Payment,2023-08-24,16:53:12.806532
O0000027472,C0000001968,B068,4,Cash,2023-08-16,08:41:06.825863
O0000027473,C0000000255,B112,1,Credit Card,2023-12-14,12:41:29.637470
O0000027474,C0000000586,B096,2,Mobile Payment,2024-06-19,11:15:25.676879
O0000027475,C0000000443,B171,1,Mobile Payment,2024-09-11,08:14:35.247083
O0000027476,C0000000676,B198,5,Credit Card,2023-01-09,13:42:30.540111
O0000027477,C0000000357,B203,3,Credit Card,2024-05-03,11:55:01.071427
O0000027478,C0000001899,B098,3,Credit Card,2023-11-12,16:35:33.295695
O0000027479,C0000002277,B221,5,Credit Card,2023-06-28,07:00:03.453656
O0000027480,C0000001813,B141,1,Mobile Payment,2024-02-28,15:06:46.708067
O0000027481,C0000001508,B098,5,Cash,2024-03-16,17:05:59.143215
O0000027482,C0000000182,B162,3,Credit Card,2024-06-14,13:59:33.020481
O0000027483,C0000001313,B032,4,Cash,2023-03-28,10:48:14.962220
O0000027484,C0000002165,B139,5,Mobile Payment,2023-08-31,11:02:06.123926
O0000027485,C0000000827,B109,1,Credit Card,2023-11-25,17:00:50.232026
O0000027486,C0000002238,B149,4,Mobile Payment,2024-05-31,09:15:12.002711
O0000027487,C0000002245,B157,2,Mobile Payment,2023-04-09,15:29:21.879690
O0000027488,C0000000342,B082,5,Mobile Payment,2023-10-31,08:28:37.019181
O0000027489,C0000000130,B157,2,Cash,2024-04-01,16:45:13.953262
O0000027490,C0000001219,B047,1,Credit Card,2023-01-02,17:30:12.969284
O0000027491,C0000002129,B001,4,Credit Card,2023-01-28,12:49:12.842307
O0000027492,C0000001811,B095,5,Mobile Payment,2023-07-14,15:37:17.150727
O0000027493,C0000000446,B166,4,Credit Card,2024-05-01,12:12:47.171288
O0000027494,C0000000113,B036,5,Credit Card,2023-07-30,16:10:50.668559
O0000027495,C0000001926,B039,2,Credit Card,2024-01-15,11:32:24.756377
O0000027496,C0000000857,B082,2,Credit Card,2024-05-01,20:03:33.905327
O0000027497,C0000000571,B107,5,Credit Card,2023-03-27,9:41:42.289989
O0000027498,C0000002006,B173,4,Cash,2023-09-23,11:04:31.465668
O0000027499,C0000001220,B189,2,Mobile Payment,2023-05-09,20:42:35.920236
O0000027500,C0000001593,B187,1,Cash,2024-04-19,16:00:11.723288
O0000027501,C0000001322,B153,1,Mobile Payment,2024-08-04,20:10:21.699726
O0000027502,C0000000557,B080,3,Credit Card,2024-06-22,07:00:29.354695
O0000027503,C0000000566,B141,2,Credit Card,2023-10-20,11:09:17.163677
O0000027504,C0000000983,B105,1,Cash,2023-04-03,9:41:16.266682
O0000027505,C0000002021,B031,3,Mobile Payment,2024-07-26,07:34:09.224696
O0000027506,C0000000156,B169,5,Cash,2024-04-19,14:33:13.454967
O0000027507,C0000002319,B100,5,Mobile Payment,2023-01-24,10:11:21.614239
O0000027508,C0000000731,B214,2,Cash,2023-11-28,19:47:12.907320
O0000027509,C0000001051,B007,2,Credit Card,2023-07-25,20:13:07.356328
O0000027510,C0000001615,B222,1,Mobile Payment,2023-06-03,07:40:54.006801
O0000027511,C0000000258,B091,1,Cash,2023-12-06,7:34:20.721649
O0000027512,C0000000952,B044,1,Mobile Payment,2024-02-28,17:51:27.437617
O0000027513,C0000002093,B160,2,Credit Card,2024-04-19,12:12:39.059093
O0000027514,C0000001236,B026,4,Credit Card,2024-01-27,9:38:09.432580
O0000027515,C0000000711,B224,1,Credit Card,2024-02-01,11:24:32.302300
O0000027516,C0000001320,B076,5,Cash,2024-05-27,09:43:29.928815
O0000027517,C0000000762,B024,1,Cash,2024-08-09,14:35:52.065402
O0000027518,C0000000229,B064,5,Cash,2024-06-28,18:13:34.521772
O0000027519,C0000001138,B224,5,Mobile Payment,2024-03-14,07:14:13.037827
O0000027520,C0000001679,B120,4,Cash,2023-05-09,09:23:32.284206
O0000027521,C0000000323,B007,4,Cash,2024-07-23,09:47:04.981269
O0000027522,C0000000774,B096,5,Mobile Payment,2023-11-27,12:42:08.795441
O0000027523,C0000001938,B057,4,Credit Card,2023-12-13,18:26:18.147329
O0000027524,C0000001936,B078,5,Credit Card,2024-05-26,17:42:47.935654
O0000027525,C0000001401,B200,3,Cash,2024-05-12,12:43:21.928366
O0000027526,C0000000616,B021,2,Credit Card,2024-02-03,19:15:04.239139
O0000027527,C0000000477,B106,1,Cash,2023-09-12,18:42:20.066183
O0000027528,C0000000771,B194,2,Cash,2023-02-07,13:16:02.873149
O0000027529,C0000001566,B062,5,Mobile Payment,2023-08-12,12:59:59.728817
O0000027530,C0000001784,B025,1,Cash,2024-06-15,18:18:41.276511
O0000027531,C0000001976,B052,1,Credit Card,2023-10-01,07:49:52.618547
O0000027532,C0000001016,B032,1,Cash,2024-05-20,19:42:17.409913
O0000027533,C0000001937,B031,5,Cash,2024-08-14,11:22:51.944970
O0000027534,C0000001795,B026,5,Credit Card,2023-06-07,12:33:28.227560
O0000027535,C0000002099,B208,3,Credit Card,2024-06-30,07:07:18.522961
O0000027536,C0000002038,B208,2,Mobile Payment,2024-03-17,16:34:58.082196
O0000027537,C0000000206,B052,3,Mobile Payment,2023-10-29,18:08:04.117797
O0000027538,C0000000208,B111,2,Credit Card,2024-07-30,14:05:00.732882
O0000027539,C0000000621,B047,1,Credit Card,2023-01-29,12:16:40.601545
O0000027540,C0000001352,B133,3,Cash,2024-05-03,18:19:40.205878
O0000027541,C0000002084,B148,4,Cash,2024-01-19,12:32:59.701674
O0000027542,C0000002120,B224,4,Credit Card,2023-03-03,16:34:17.814089
O0000027543,C0000000835,B144,3,Credit Card,2023-08-29,18:39:31.863119
O0000027544,C0000002100,B164,2,Cash,2024-09-05,09:17:11.703793
O0000027545,C0000000886,B089,3,Credit Card,2024-01-05,18:17:15.392433
O0000027546,C0000002204,B030,3,Mobile Payment,2023-09-03,12:44:30.044446
O0000027547,C0000001166,B063,2,Cash,2023-02-11,11:13:22.456822
O0000027548,C0000002231,B124,4,Mobile Payment,2023-03-23,20:46:06.796113
O0000027549,C0000000995,B110,1,Mobile Payment,2024-07-07,14:56:11.305499
O0000027550,C0000002236,B120,2,Mobile Payment,2023-06-19,18:34:37.280616
O0000027551,C0000002127,B226,3,Cash,2024-03-14,18:37:01.308875
O0000027552,C0000002037,B138,2,Credit Card,2023-09-25,16:39:02.424549
O0000027553,C0000001183,B203,3,Cash,2023-09-08,07:31:09.816861
O0000027554,C0000002219,B104,1,Mobile Payment,2024-01-15,13:02:17.648490
O0000027555,C0000000554,B083,2,Mobile Payment,2024-07-31,14:33:17.150181
O0000027556,C0000001937,B014,4,Credit Card,2024-05-23,20:19:18.381041
O0000027557,C0000002083,B170,5,Mobile Payment,2023-07-23,12:47:05.839054
O0000027558,C0000000020,B231,4,Credit Card,2024-05-23,09:34:10.275327
O0000027559,C0000002005,B118,1,Credit Card,2023-04-07,20:41:42.186034
O0000027560,C0000000735,B178,5,Mobile Payment,2023-08-02,12:14:15.959179
O0000027561,C0000001934,B197,2,Credit Card,2024-06-27,10:32:22.738138
O0000027562,C0000001372,B151,1,Mobile Payment,2023-09-20,10:29:58.622654
O0000027563,C0000000514,B145,5,Credit Card,2023-01-16,11:56:27.413800
O0000027564,C0000001474,B197,3,Credit Card,2024-04-09,19:24:21.978087
O0000027565,C0000002198,B113,4,Cash,2023-12-25,11:54:16.057172
O0000027566,C0000000330,B080,4,Cash,2024-02-13,11:58:23.165749
O0000027567,C0000001931,B095,3,Credit Card,2024-04-18,13:30:08.809938
O0000027568,C0000001970,B228,5,Mobile Payment,2023-03-12,08:13:51.959294
O0000027569,C0000000140,B105,4,Credit Card,2024-07-19,21:03:25.265217
O0000027570,C0000000991,B108,5,Credit Card,2023-02-27,11:29:50.521751
O0000027571,C0000002011,B018,3,Cash,2024-05-06,16:25:32.926936
O0000027572,C0000001339,B115,2,Mobile Payment,2024-06-29,19:47:19.629826
O0000027573,C0000001773,B018,4,Cash,2023-04-22,15:25:33.565764
O0000027574,C0000001193,B220,5,Credit Card,2023-05-09,16:44:22.716476
O0000027575,C0000000665,B027,2,Mobile Payment,2024-07-04,07:07:53.670509
O0000027576,C0000001166,B106,2,Mobile Payment,2023-01-20,19:34:39.137789
O0000027577,C0000002264,B127,3,Mobile Payment,2024-02-23,18:23:19.768349
O0000027578,C0000000050,B118,5,Mobile Payment,2023-04-11,15:01:33.790389
O0000027579,C0000000414,B116,5,Credit Card,2023-09-25,07:22:43.183908
O0000027580,C0000000308,B196,4,Cash,2023-08-20,17:01:18.815229
O0000027581,C0000001590,B201,2,Mobile Payment,2023-09-26,16:17:43.072968
O0000027582,C0000002125,B043,3,Cash,2023-09-18,9:9:02.251735
O0000027583,C0000000346,B030,4,Mobile Payment,2023-02-08,10:57:44.392799
O0000027584,C0000000903,B183,3,Mobile Payment,2023-07-28,10:24:32.996703
O0000027585,C0000000023,B070,4,Credit Card,2023-03-20,13:35:57.268795
O0000027586,C0000000987,B198,3,Cash,2024-04-11,13:16:37.152376
O0000027587,C0000001232,B067,4,Credit Card,2024-03-30,8:50:22.709131
O0000027588,C0000001807,B033,1,Credit Card,2024-03-09,8:25:58.945249
O0000027589,C0000002055,B124,1,Credit Card,2023-07-04,14:12:30.637067
O0000027590,C0000000441,B052,1,Credit Card,2023-10-02,8:46:20.853085
O0000027591,C0000000373,B164,1,Cash,2023-01-10,09:07:16.782718
O0000027592,C0000001352,B088,4,Mobile Payment,2024-04-09,9:26:46.917988
O0000027593,C0000002315,B024,3,Credit Card,2024-09-02,10:40:29.290106
O0000027594,C0000000802,B029,5,Cash,2024-01-26,8:20:44.062875
O0000027595,C0000000438,B199,1,Cash,2024-01-09,13:30:53.713871
O0000027596,C0000002026,B042,1,Credit Card,2023-12-24,17:22:44.313902
O0000027597,C0000001603,B153,1,Cash,2023-12-22,16:25:46.929780
O0000027598,C0000001994,B214,5,Cash,2023-06-25,10:26:53.841608
O0000027599,C0000000829,B196,1,Credit Card,2024-06-13,12:56:56.616898
O0000027600,C0000002340,B228,3,Cash,2024-01-10,18:56:36.162126
O0000027601,C0000001115,B091,3,Credit Card,2023-08-21,15:12:51.131612
O0000027602,C0000002073,B204,2,Cash,2024-02-14,14:12:07.683695
O0000027603,C0000001281,B037,1,Cash,2023-03-29,09:06:32.117325
O0000027604,C0000000956,B163,2,Credit Card,2024-02-08,20:40:09.852975
O0000027605,C0000000581,B026,1,Cash,2023-12-17,14:34:46.954333
O0000027606,C0000001537,B129,2,Cash,2023-12-17,11:03:00.976857
O0000027607,C0000002306,B139,3,Cash,2023-03-24,10:04:25.904115
O0000027608,C0000001790,B045,5,Cash,2024-05-13,13:34:12.123455
O0000027609,C0000001768,B171,1,Cash,2024-01-14,16:39:20.099205
O0000027610,C0000002042,B185,3,Cash,2023-12-12,12:44:08.082479
O0000027611,C0000002057,B197,5,Credit Card,2023-07-26,18:27:24.107550
O0000027612,C0000000134,B228,4,Credit Card,2023-02-24,15:42:25.415663
O0000027613,C0000000304,B052,4,Cash,2023-02-09,9:58:45.189082
O0000027614,C0000000073,B019,5,Credit Card,2024-07-02,07:13:02.980266
O0000027615,C0000000590,B023,1,Credit Card,2023-10-07,9:58:58.589377
O0000027616,C0000001829,B025,2,Cash,2024-02-03,11:28:18.182810
O0000027617,C0000000325,B060,5,Credit Card,2024-01-22,16:33:46.076162
O0000027618,C0000002291,B033,4,Credit Card,2023-03-20,20:15:59.682826
O0000027619,C0000000840,B024,1,Cash,2024-07-29,13:22:05.604087
O0000027620,C0000000741,B012,3,Cash,2023-07-15,13:53:03.219290
O0000027621,C0000001452,B126,2,Mobile Payment,2023-03-23,16:57:16.978507
O0000027622,C0000000428,B060,5,Mobile Payment,2023-04-30,14:39:09.817669
O0000027623,C0000001434,B191,4,Credit Card,2024-01-11,12:59:24.131005
O0000027624,C0000002048,B144,1,Mobile Payment,2023-12-31,07:30:00.287555
O0000027625,C0000001048,B158,2,Cash,2024-04-08,18:52:08.457814
O0000027626,C0000001694,B199,5,Mobile Payment,2023-11-15,11:36:10.166331
O0000027627,C0000001316,B195,4,Mobile Payment,2023-11-27,16:54:56.641697
O0000027628,C0000000400,B005,5,Cash,2023-04-14,7:14:05.196795
O0000027629,C0000001901,B114,4,Mobile Payment,2023-06-29,18:35:57.038542
O0000027630,C0000001732,B046,4,Mobile Payment,2024-08-25,19:02:50.775198
O0000027631,C0000002214,B095,3,Mobile Payment,2023-10-17,17:01:12.439631
O0000027632,C0000002059,B167,2,Cash,2024-05-01,07:22:11.653592
O0000027633,C0000000567,B061,1,Mobile Payment,2024-09-01,10:08:57.729957
O0000027634,C0000001129,B173,1,Mobile Payment,2023-05-18,13:04:05.664780
O0000027635,C0000001249,B124,2,Cash,2023-10-26,15:36:14.910210
O0000027636,C0000001547,B126,4,Mobile Payment,2023-04-14,21:54:45.730323
O0000027637,C0000001400,B101,1,Cash,2023-10-14,13:07:09.333849
O0000027638,C0000001492,B197,5,Credit Card,2024-06-30,16:23:05.263163
O0000027639,C0000000128,B114,4,Credit Card,2023-12-18,17:57:06.614853
O0000027640,C0000000302,B161,2,Credit Card,2023-05-05,18:42:56.107375
O0000027641,C0000000083,B165,3,Credit Card,2023-02-05,21:44:41.856435
O0000027642,C0000000235,B162,1,Cash,2023-07-15,21:58:34.445040
O0000027643,C0000001282,B182,4,Credit Card,2023-11-23,15:54:01.962580
O0000027644,C0000002175,B124,1,Mobile Payment,2023-05-12,11:49:48.377515
O0000027645,C0000001068,B183,1,Cash,2023-09-21,9:55:29.914704
O0000027646,C0000000910,B112,5,Cash,2023-11-18,15:04:20.035033
O0000027647,C0000000603,B096,3,Mobile Payment,2024-03-09,12:09:00.304513
O0000027648,C0000001392,B143,5,Credit Card,2024-01-07,20:20:06.925432
O0000027649,C0000001615,B197,2,Cash,2024-01-09,17:10:34.115179
O0000027650,C0000000617,B099,5,Credit Card,2023-07-03,11:08:09.346658
O0000027651,C0000001638,B151,3,Credit Card,2024-04-08,19:25:36.993740
O0000027652,C0000000945,B054,4,Credit Card,2024-03-13,16:45:41.210956
O0000027653,C0000000913,B127,4,Cash,2024-01-04,08:43:17.614450
O0000027654,C0000000426,B039,1,Cash,2023-05-13,18:11:51.646087
O0000027655,C0000000577,B083,1,Cash,2024-01-04,17:57:16.747227
O0000027656,C0000002177,B137,4,Credit Card,2024-05-07,18:34:31.335918
O0000027657,C0000000304,B085,5,Mobile Payment,2023-12-18,11:39:30.466971
O0000027658,C0000001847,B188,2,Credit Card,2023-08-30,13:23:13.026244
O0000027659,C0000000435,B018,1,Mobile Payment,2024-02-11,11:41:27.941108
O0000027660,C0000002252,B148,4,Mobile Payment,2023-10-11,13:35:09.955754
O0000027661,C0000002183,B140,2,Mobile Payment,2024-08-03,11:03:55.724993
O0000027662,C0000001485,B051,1,Credit Card,2023-08-19,19:38:47.754172
O0000027663,C0000002074,B189,2,Credit Card,2024-01-07,16:50:36.331594
O0000027664,C0000000916,B086,4,Mobile Payment,2023-01-24,16:25:47.549818
O0000027665,C0000002042,B215,3,Cash,2023-10-18,08:53:58.578144
O0000027666,C0000001258,B115,4,Mobile Payment,2023-09-10,07:14:30.706581
O0000027667,C0000000073,B032,1,Mobile Payment,2023-08-02,21:16:46.638180
O0000027668,C0000001602,B066,4,Mobile Payment,2023-02-08,10:27:02.144346
O0000027669,C0000000993,B180,1,Mobile Payment,2024-03-27,13:44:11.415939
O0000027670,C0000000385,B103,5,Cash,2023-04-05,21:03:13.476165
O0000027671,C0000001924,B164,2,Cash,2024-04-29,18:58:05.700480
